motion_id,pure_motion_id,scene_id,scene_trans_x,scene_trans_y,scene_trans_z,object_id,object_label,object_semantic_label,action,text
009339,002729_fdf091b1-d8cd-4e86-b54a-9ee58dcc5d8c,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far from the dresser
009340,004296_6e89351f-b066-43a1-a8bb-57c28925c9fc,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is near the dresser
009341,004296_6e89351f-b066-43a1-a8bb-57c28925c9fc,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is closer to the pillow
009342,006287_c44283ca-3f2f-4ff6-90f3-b83f1e57b841,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is close to the dresser
009343,006287_c44283ca-3f2f-4ff6-90f3-b83f1e57b841,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far from the dresser
009344,008867_b242aa16-a894-4669-99b2-c9888541970c,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is near the dresser
009345,008867_b242aa16-a894-4669-99b2-c9888541970c,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far away from the nightstand
009346,009282_70f31c00-faa3-4cbf-9313-5752434ca12d,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is close to the nightstand
009347,010112_743ed8c1-4263-4091-8a14-0498103f8fe1,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is close to the nightstand
009348,010112_743ed8c1-4263-4091-8a14-0498103f8fe1,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far away from the nightstand
009349,011192_d349052b-04b1-403a-b4c2-df47339f51a7,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is closer to the nightstand
009350,011192_d349052b-04b1-403a-b4c2-df47339f51a7,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far from the dresser
009351,011491_f38a710a-f440-4ed7-9090-faa40df1288d,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is far from the pillow
009352,011992_418b783e-832f-4542-9301-f92fc4e54422,scene0280_00,-3.22101182,-3.32538743,-0.05871058,0,bed,4,stand up,stand up from the bed that is near the dresser
009353,011992_418b783e-832f-4542-9301-f92fc4e54422,scene0280_00,-3.22101182,-3.32538743,-0.05871058,1,bed,4,stand up,stand up from the bed that is far from the dresser
009354,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009355,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is far from the radiator
009356,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is far from the end table
009357,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is farthest from the window
009358,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,stand up from the couch that is in the center of the armchair and the radiator
009359,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is farthest from the armchair
009360,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009361,004479_da089aa6-03c1-448f-beb7-199640d5eed4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,26,sofa chair,5,stand up,stand up from the sofa chair
009362,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009363,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is far from the radiator
009364,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is closer to the radiator
009365,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is far away from the sofa chair
009366,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,stand up from the couch that is in the center of the radiator and the end table
009367,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is far away from the end table
009368,006561_f4a6bf8b-2f66-4af7-bc6b-4e2af537a49c,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009369,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009370,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is close to the end table
009371,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is in the middle of the armchair and the radiator
009372,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is far from the radiator
009373,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,stand up from the couch that is in the center of the radiator and the end table
009374,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is far away from the armchair
009375,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009376,006730_2ec5ef25-5c7d-403e-96b1-94ddb6cc71c4,scene0281_00,-4.45766948,-4.69095679,-0.07896937,26,sofa chair,5,stand up,stand up from the sofa chair
009377,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009378,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is close to the end table
009379,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is closer to the window
009380,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is far from the sofa chair
009381,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,"facing the front of the armchair, stand up from the couch that is to the left of it"
009382,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is far away from the armchair
009383,007202_b47f8b76-e45c-4ade-a21b-ada946535b05,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009384,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009385,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is farthest from the window
009386,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is near the window
009387,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is farthest from the window
009388,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,"facing the front of the armchair, stand up from the couch that is to the left of it"
009389,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is far away from the armchair
009390,009697_e5d5774e-f238-4746-8cc0-111b18cc24dc,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009391,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,5,armchair,5,stand up,stand up from the armchair
009392,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,12,coffee table,7,stand up,stand up from the coffee table that is farthest from the window
009393,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,13,coffee table,7,stand up,stand up from the coffee table that is in the center of the end table and the sofa chair
009394,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,15,couch,6,stand up,stand up from the couch that is farthest from the window
009395,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,16,couch,6,stand up,"facing the front of the armchair, stand up from the couch that is to the left of it"
009396,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,17,couch,6,stand up,stand up from the couch that is far away from the armchair
009397,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,18,end table,7,stand up,stand up from the end table
009398,013252_f678b1ba-f917-4a01-8364-dc2ad5b0e7aa,scene0281_00,-4.45766948,-4.69095679,-0.07896937,26,sofa chair,5,stand up,stand up from the sofa chair
009399,003114_b5634f7f-4d7e-454b-81d2-3c80957bdec8,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009400,004558_1ae56a44-88b0-4cf6-b578-ad33759587bc,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009401,005051_8b740f9c-3eef-4f3f-8cfc-e6de00441262,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009402,006993_ae2a3def-9db4-465c-b60e-4e4537468fd2,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009403,008832_62e418d1-d286-4860-a2e7-b7632c8035ec,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009404,010015_c5965073-d6b7-4b10-b2f9-08daafe39cc3,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009405,011709_798478a5-0c70-472d-80fb-35f4b2ad6b2d,scene0282_00,-1.79883123,-3.35740102,-0.07027696,2,table,7,stand up,stand up from the table
009406,011709_798478a5-0c70-472d-80fb-35f4b2ad6b2d,scene0282_00,-1.79883123,-3.35740102,-0.07027696,4,bed,4,stand up,stand up from the bed
009407,011341_cd2f2e15-7ae5-4af5-828e-29466795a588,scene0284_00,-3.14986995,-1.89424332,-0.06752631,10,table,7,stand up,stand up from the table
009408,001559_d65b4005-0a26-4322-b306-8ed4766b63cc,scene0285_00,-3.77432082,-3.76811500,-0.11329784,15,office chair,5,stand up,stand up from the office chair that is next to the whiteboard
009409,003867_48e16786-3123-49a2-92ca-de51858ad194,scene0285_00,-3.77432082,-3.76811500,-0.11329784,15,office chair,5,stand up,stand up from the office chair that is next to the whiteboard
009410,003867_48e16786-3123-49a2-92ca-de51858ad194,scene0285_00,-3.77432082,-3.76811500,-0.11329784,16,table,7,stand up,stand up from the table
009411,012121_0dcef938-8dd0-4884-913c-d4a602b75cc1,scene0285_00,-3.77432082,-3.76811500,-0.11329784,15,office chair,5,stand up,stand up from the office chair that is next to the whiteboard
009412,002047_022cee4c-1012-4ff6-a923-679e7bce3599,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009413,005992_02e98c9c-91c2-43c5-a49d-05a8b367ea35,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009414,009418_04a83ba5-bfdd-4498-b25d-122cfc171764,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009415,009697_4929fc27-0ef4-469f-8bc7-45106fa3e54d,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009416,010906_051293be-6214-44b5-9710-d0fc6c51acc9,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009417,011197_91418663-70a2-4b97-bfdc-e15382a3c05e,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009418,011248_ac578b9c-ff43-411b-abf3-12ffbcc0e3bd,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009419,012925_8a81aba8-23db-4cb8-a87e-8afbfa07a9f7,scene0286_00,-4.12245972,-2.70382478,-0.02534369,6,bed,4,stand up,stand up from the bed
009420,005242_919bc339-8612-4a59-9c1a-170c3087be9b,scene0287_00,-1.93906161,-1.56517030,-0.03608690,4,bed,4,stand up,stand up from the bed
009421,006574_9fedc406-e32b-4457-bbdd-59f5c0dd27e0,scene0287_00,-1.93906161,-1.56517030,-0.03608690,4,bed,4,stand up,stand up from the bed
009422,007292_96651888-a4e1-4c9a-811b-826ac70123a7,scene0287_00,-1.93906161,-1.56517030,-0.03608690,4,bed,4,stand up,stand up from the bed
009423,010114_261b558e-6fbd-4721-a91e-f3c5d5d2a793,scene0287_00,-1.93906161,-1.56517030,-0.03608690,4,bed,4,stand up,stand up from the bed
009424,000485_6c1988c1-7374-4cca-aa14-538337edd854,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009425,000485_6c1988c1-7374-4cca-aa14-538337edd854,scene0288_00,-2.54465743,-2.63175920,-0.02270434,2,chair,5,stand up,stand up from the chair
009426,003264_4385a63b-fb38-4654-9c86-188fc2615d3b,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009427,005275_783909c9-8196-471d-8713-d17015ea123c,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009428,005275_783909c9-8196-471d-8713-d17015ea123c,scene0288_00,-2.54465743,-2.63175920,-0.02270434,2,chair,5,stand up,stand up from the chair
009429,006922_b511d42d-a951-40be-b56d-19913b4499b2,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009430,007365_c93c6097-4cca-4ee3-9178-4542bb7a50db,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009431,009697_08067b1f-3fad-4eb6-821e-4472c1c7338f,scene0288_00,-2.54465743,-2.63175920,-0.02270434,4,table,7,stand up,stand up from the table
009432,011553_50114479-d7d5-47e8-8128-8eb713f3b174,scene0288_00,-2.54465743,-2.63175920,-0.02270434,1,couch,6,stand up,stand up from the couch
009433,011553_50114479-d7d5-47e8-8128-8eb713f3b174,scene0288_00,-2.54465743,-2.63175920,-0.02270434,2,chair,5,stand up,stand up from the chair
009434,003823_d7867485-2e81-4f5d-8d02-cb9d9952a780,scene0289_00,-2.97415938,-2.75797005,-0.30813678,27,chair,5,stand up,stand up from the chair
009435,007451_86be6d4a-f29a-4c1b-93ff-fd02558246a1,scene0289_00,-2.97415938,-2.75797005,-0.30813678,27,chair,5,stand up,stand up from the chair
009436,011439_466c465d-3e60-4974-a052-a62e79f9db0c,scene0289_00,-2.97415938,-2.75797005,-0.30813678,0,table,7,stand up,stand up from the table
009437,001797_23be7cbf-fd88-4605-bbbc-64e780038c59,scene0294_00,-3.08213496,-3.17193854,-0.04104913,1,couch,6,stand up,stand up from the couch that is under the picture
009438,001797_23be7cbf-fd88-4605-bbbc-64e780038c59,scene0294_00,-3.08213496,-3.17193854,-0.04104913,2,couch,6,stand up,stand up from the couch that is far away from the curtain
009439,001797_23be7cbf-fd88-4605-bbbc-64e780038c59,scene0294_00,-3.08213496,-3.17193854,-0.04104913,3,coffee table,7,stand up,stand up from the coffee table
009440,002577_b0681105-cea0-470e-a784-6a87f5dac628,scene0294_00,-3.08213496,-3.17193854,-0.04104913,1,couch,6,stand up,stand up from the couch that is in the center of the cabinet and the curtain
009441,002577_b0681105-cea0-470e-a784-6a87f5dac628,scene0294_00,-3.08213496,-3.17193854,-0.04104913,3,coffee table,7,stand up,stand up from the coffee table
009442,004207_532f1aba-decf-4083-887a-8990dbedb962,scene0294_00,-3.08213496,-3.17193854,-0.04104913,1,couch,6,stand up,stand up from the couch that is under the picture
009443,004207_532f1aba-decf-4083-887a-8990dbedb962,scene0294_00,-3.08213496,-3.17193854,-0.04104913,3,coffee table,7,stand up,stand up from the coffee table
009444,004207_532f1aba-decf-4083-887a-8990dbedb962,scene0294_00,-3.08213496,-3.17193854,-0.04104913,20,table,7,stand up,stand up from the table that is far from the window
009445,001065_6e21012f-3252-45db-9927-81d6a439a196,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009446,001976_f3a8cb69-20a0-416d-a52f-9644ff120909,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009447,003323_0d21248b-0f5f-4620-b246-21ec9064e2b1,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009448,003972_1765075d-ec8a-45cd-b4c1-5826742e5c7c,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009449,005290_12f5a7a1-96fe-474d-b708-13362f792665,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009450,008832_752d7919-14a8-45f0-aa9e-4bf998237a02,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009451,011122_a099168d-1754-4842-8dc2-cdab09848adc,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009452,012928_757ac1f5-c9c4-4fa2-9d6c-15cf25e25fe1,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009453,012976_d918001e-e481-461e-b93e-abdc41849f04,scene0295_00,-2.36126176,-1.56200666,-0.08021140,5,bed,4,stand up,stand up from the bed
009454,004663_6c4e622e-d576-4b5f-a008-555288d107ff,scene0296_00,-3.06913814,-4.01266683,-0.06436296,11,coffee table,7,stand up,stand up from the coffee table
009455,005925_d213f6c3-26ac-4d80-8830-245ca14ecced,scene0296_00,-3.06913814,-4.01266683,-0.06436296,0,couch,6,stand up,stand up from the couch
009456,005925_d213f6c3-26ac-4d80-8830-245ca14ecced,scene0296_00,-3.06913814,-4.01266683,-0.06436296,11,coffee table,7,stand up,stand up from the coffee table
009457,008181_0e0ede48-2508-442c-9643-d14062932634,scene0296_00,-3.06913814,-4.01266683,-0.06436296,17,end table,7,stand up,stand up from the end table that is closer to the nightstand
009458,011523_166148dd-c26c-47d2-a937-e9936550215b,scene0296_00,-3.06913814,-4.01266683,-0.06436296,11,coffee table,7,stand up,stand up from the coffee table
009459,000287_5e9ce2b4-9617-4a92-851e-a6bbbdbcc27c,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is in the center of the coffee table and the radiator
009460,000287_5e9ce2b4-9617-4a92-851e-a6bbbdbcc27c,scene0297_00,-3.08282324,-3.23709755,-0.04996988,6,couch,6,stand up,stand up from the couch that is far away from the tv
009461,000287_5e9ce2b4-9617-4a92-851e-a6bbbdbcc27c,scene0297_00,-3.08282324,-3.23709755,-0.04996988,7,coffee table,7,stand up,stand up from the coffee table
009462,000287_5e9ce2b4-9617-4a92-851e-a6bbbdbcc27c,scene0297_00,-3.08282324,-3.23709755,-0.04996988,13,table,7,stand up,"facing the front of the cabinet, stand up from the table that is to the left of it"
009463,000287_5e9ce2b4-9617-4a92-851e-a6bbbdbcc27c,scene0297_00,-3.08282324,-3.23709755,-0.04996988,16,table,7,stand up,stand up from the table that is far from the cabinet
009464,000580_35209834-b91f-42f8-88ee-89ebac4d6e02,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is underneath the picture
009465,000580_35209834-b91f-42f8-88ee-89ebac4d6e02,scene0297_00,-3.08282324,-3.23709755,-0.04996988,6,couch,6,stand up,stand up from the couch that is farthest from the cabinet
009466,000580_35209834-b91f-42f8-88ee-89ebac4d6e02,scene0297_00,-3.08282324,-3.23709755,-0.04996988,7,coffee table,7,stand up,stand up from the coffee table
009467,000580_35209834-b91f-42f8-88ee-89ebac4d6e02,scene0297_00,-3.08282324,-3.23709755,-0.04996988,13,table,7,stand up,stand up from the table that is far away from the whiteboard
009468,000580_35209834-b91f-42f8-88ee-89ebac4d6e02,scene0297_00,-3.08282324,-3.23709755,-0.04996988,16,table,7,stand up,stand up from the table that is beside the coffee table
009469,003264_7f517ad6-55f4-4eb0-a999-77ede44999f2,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is below the picture
009470,003264_7f517ad6-55f4-4eb0-a999-77ede44999f2,scene0297_00,-3.08282324,-3.23709755,-0.04996988,6,couch,6,stand up,stand up from the couch that is far from the window
009471,003264_7f517ad6-55f4-4eb0-a999-77ede44999f2,scene0297_00,-3.08282324,-3.23709755,-0.04996988,7,coffee table,7,stand up,stand up from the coffee table
009472,003264_7f517ad6-55f4-4eb0-a999-77ede44999f2,scene0297_00,-3.08282324,-3.23709755,-0.04996988,13,table,7,stand up,stand up from the table that is close to the window
009473,003264_7f517ad6-55f4-4eb0-a999-77ede44999f2,scene0297_00,-3.08282324,-3.23709755,-0.04996988,16,table,7,stand up,stand up from the table that is far away from the tv
009474,003875_79cfbe52-b2c9-4e97-806f-2377937095b3,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is in the center of the coffee table and the radiator
009475,003875_79cfbe52-b2c9-4e97-806f-2377937095b3,scene0297_00,-3.08282324,-3.23709755,-0.04996988,6,couch,6,stand up,stand up from the couch that is farthest from the picture
009476,003875_79cfbe52-b2c9-4e97-806f-2377937095b3,scene0297_00,-3.08282324,-3.23709755,-0.04996988,7,coffee table,7,stand up,stand up from the coffee table
009477,003875_79cfbe52-b2c9-4e97-806f-2377937095b3,scene0297_00,-3.08282324,-3.23709755,-0.04996988,13,table,7,stand up,stand up from the table that is farthest from the picture
009478,003875_79cfbe52-b2c9-4e97-806f-2377937095b3,scene0297_00,-3.08282324,-3.23709755,-0.04996988,16,table,7,stand up,stand up from the table that is far away from the cabinet
009479,004083_d7636eb0-c77a-4b75-983a-49041ce6bf63,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is closer to the cabinet
009480,004083_d7636eb0-c77a-4b75-983a-49041ce6bf63,scene0297_00,-3.08282324,-3.23709755,-0.04996988,14,table,7,stand up,stand up from the table that is in the center of the coffee table and the cabinet
009481,010511_e4844e5a-6aae-4b75-912a-940c18db495b,scene0297_00,-3.08282324,-3.23709755,-0.04996988,5,couch,6,stand up,stand up from the couch that is in the center of the coffee table and the radiator
009482,010511_e4844e5a-6aae-4b75-912a-940c18db495b,scene0297_00,-3.08282324,-3.23709755,-0.04996988,6,couch,6,stand up,stand up from the couch that is farthest from the picture
009483,010511_e4844e5a-6aae-4b75-912a-940c18db495b,scene0297_00,-3.08282324,-3.23709755,-0.04996988,7,coffee table,7,stand up,stand up from the coffee table
009484,010511_e4844e5a-6aae-4b75-912a-940c18db495b,scene0297_00,-3.08282324,-3.23709755,-0.04996988,13,table,7,stand up,stand up from the table that is far from the picture
009485,010511_e4844e5a-6aae-4b75-912a-940c18db495b,scene0297_00,-3.08282324,-3.23709755,-0.04996988,16,table,7,stand up,stand up from the table that is next to the coffee table
009486,004009_fb94ea0e-846a-43d4-b9ad-a2a82a646d10,scene0298_00,-3.94074486,-1.85898758,-0.03914755,5,bed,4,stand up,stand up from the bed
009487,007709_5fd5d991-117f-4162-a848-6257ce324c09,scene0298_00,-3.94074486,-1.85898758,-0.03914755,5,bed,4,stand up,stand up from the bed
009488,010389_3e445be0-1df7-4627-a0ca-9d40c387ab57,scene0298_00,-3.94074486,-1.85898758,-0.03914755,5,bed,4,stand up,stand up from the bed
009489,000764_35a99bd3-eb7d-4d6f-9d8b-c6c70b8636bf,scene0299_00,-4.39219562,-4.31821780,-0.14537496,1,couch,6,stand up,stand up from the couch
009490,000919_ce64a442-b6eb-4b53-accd-1737b330eae3,scene0299_00,-4.39219562,-4.31821780,-0.14537496,1,couch,6,stand up,stand up from the couch
009491,002769_3d744971-c6ce-46ce-98d2-907be4150d8e,scene0299_00,-4.39219562,-4.31821780,-0.14537496,1,couch,6,stand up,stand up from the couch
009492,002769_3d744971-c6ce-46ce-98d2-907be4150d8e,scene0299_00,-4.39219562,-4.31821780,-0.14537496,4,table,7,stand up,stand up from the table that is close to the pillow
009493,002769_3d744971-c6ce-46ce-98d2-907be4150d8e,scene0299_00,-4.39219562,-4.31821780,-0.14537496,5,table,7,stand up,stand up from the table that is far away from the pillow
009494,002769_ba8b448f-c578-4c6d-ac58-cbb67579ee4f,scene0300_00,-2.49886407,-3.67528359,-0.09996695,5,table,7,stand up,stand up from the table that is far away from the backpack
009495,002769_ba8b448f-c578-4c6d-ac58-cbb67579ee4f,scene0300_00,-2.49886407,-3.67528359,-0.09996695,6,table,7,stand up,stand up from the table that is closer to the backpack
009496,000214_fa445921-1ea1-41ae-943c-0d268571d29f,scene0301_00,-2.16225294,-3.36863344,-0.10271634,1,couch,6,stand up,stand up from the couch
009497,000214_fa445921-1ea1-41ae-943c-0d268571d29f,scene0301_00,-2.16225294,-3.36863344,-0.10271634,13,coffee table,7,stand up,stand up from the coffee table
009498,004296_6e89351f-b066-43a1-a8bb-57c28925c9fc,scene0301_00,-2.16225294,-3.36863344,-0.10271634,1,couch,6,stand up,stand up from the couch
009499,008867_b242aa16-a894-4669-99b2-c9888541970c,scene0301_00,-2.16225294,-3.36863344,-0.10271634,1,couch,6,stand up,stand up from the couch
009500,008867_b242aa16-a894-4669-99b2-c9888541970c,scene0301_00,-2.16225294,-3.36863344,-0.10271634,13,coffee table,7,stand up,stand up from the coffee table
009501,008867_b242aa16-a894-4669-99b2-c9888541970c,scene0301_00,-2.16225294,-3.36863344,-0.10271634,15,end table,7,stand up,stand up from the end table
